id	type	message	created_time	comments	likes	commentsandlikes
505090906188661_736411653056584	video	https://www.youtube.com/watch?v=_-229XTpSLg	2014-03-15T16:20:04+0000	0	1	1
505090906188661_735939279770488	video	Ontem fizemos mais um programa de rádio livre na rádio interferência sobre tecnoxamanismo - com som do F? Operário Ribeiro_ e outros sons que a galera tem distribuído aqui pra nós_ + discussões sobre robos e futuro!!!	2014-03-14T15:31:06+0000	4	9	13
505090906188661_736392599725156	photo		2014-03-15T15:35:58+0000	0	0	0
505090906188661_736392346391848	video	https://www.youtube.com/watch?v=qmlYe2KS0-Y	2014-03-15T15:35:07+0000	0	0	0
505090906188661_736075489756867	video	Religião da natureza como pleonasmo... O Bruno Latour tá pegando pesado no tecnoxamanismo_ claro ele chama de outro nome_ ele vai discutir religião_ teologia e natureza_ teologia do carbono_ mas está subsidiando muito arsenal teórico pra tudo isso que a gente anda pensando e produzindo.	2014-03-14T21:05:54+0000	14	6	20
505090906188661_736000226431060	link	passamos dos mil reais!!!  eba <3	2014-03-14T18:19:16+0000	6	14	20
505090906188661_736047623092987	link	Temos experimentado encontros onde atuamos como produtores e participantes_ cuja estrutura é de _convivência. Trata-se de encontros imersivos em lugares onde as pessoas têm tempo e espaço para_constituírem um microcosmos que além de lidar com os planos civilizatórios gerais (espaço_ consumo_ organização)_ lidam com os impasses cotidianos (fazeres_ trocas_ relações). A criação de projetos de ações_ demandas de estruturação_ objetivos em curto_ médio e longo prazo_ e troca de _conhecimentos se mesclam à limpeza do espaço_ preparo de refeições_ impasses em relação ao lixo_ tempo de relaxamento e troca de afetos. Todos se responsabilizam pela construção e produção do próprio evento_ e podem observar nos aspectos mais cotidianos_ os dados comportamentais do grupo_ as hierarquias_ as explorações_ os machismos_ as irresponsabilidades com os projetos de convivência_ as desvalorizações compulsórias aos pontos considerados fracos_ aos modos de lidar _com o lixo_ com os afetos; tudo isso é material para elaboração do próprio encontro. As técnicas  para construir essa elaboração dependem da criatividade da produção e participantes_ que ao invés de apresentarem planos pré-estabelecidos de ação_ abrem-se para os acontecimentos_ produzindo a partir da singularidade de cada grupo_ modos de intervenções específicos. Um texto de Fabiane Borges e Alexandre Freire	2014-03-14T19:58:45+0000	1	4	5
505090906188661_735918213105928	link	Acabei de colocar 100 conto no catarse_ pra fazer o Festival Tecnoxamânico acontecer. Coloca vc também!! Porque não? Coloca agora. um beijo.	2014-03-14T14:30:33+0000	4	3	7
505090906188661_735934319770984	link	https://www.facebook.com/jalmuli	2014-03-14T15:23:24+0000	0	0	0
505090906188661_735882563109493	link	Sobre o Catarse é o seguinte - OU TUDO OU NADA. Eles devolvem o dinheiro pros colaboradores_ caso a gente não ganhe os 15 mil reais. Daí que ficamos a zero. Ou seja_ tem que botar a mão na brasa todo mundo!!	2014-03-14T12:53:48+0000	0	2	2
505090906188661_735062389858177	photo		2014-03-12T16:02:48+0000	3	3	6
505090906188661_735078179856598	link	Roy Ascott I wish you could came. Dou you want to enjoy us in Technoshamanism Festival??	2014-03-12T16:49:36+0000	2	7	9
505090906188661_735454113152338	link	_Há 25 anos_ numa pequena sala do CERN_ Organização Europeia para Pesquisas Nucleares_ um cientista chamado Tim Berners-Lee lançava as bases para uma das maiores revoluções da história da humanidade: a criação da World Wide Web_ ou a WWW_ como ficou conhecida quando se espalhou pelo mundo._	2014-03-13T14:28:51+0000	0	0	0
505090906188661_734469453250804	link	deveria deixar de ser exceção__http://arquiteturasustentavel.org/arquiteto-indigena-do-xingu-vira-professor-em-universidade-de-brasilia/#comment-551	2014-03-11T14:40:16+0000	1	3	4
505090906188661_735246599839756	status	Tecnoxamanico?	2014-03-13T01:24:15+0000	0	0	0
505090906188661_735183163179433	link	Antenna Rush e suas reflexões acerca ao tema do TECNOXAMANISMO	2014-03-12T21:47:48+0000	0	2	2
505090906188661_735126733185076	status	Megalomanize-se	2014-03-12T19:05:50+0000	0	2	2
505090906188661_734570406574042	status	Galera!__Eu e  Fernanda trocando idéias percebemos a necessidade de uns memes para ajudar na ativação da rede.__George_ isso pode facilitar nas tecnomandingas né não? Eu tô com dificuldade também para analisar a minha rede aqui no face para trabalhar na difusão como o Renato deu a dica. Se puderem ajudar nisso_ agradeço!__Simbora!!!	2014-03-11T15:14:29+0000	11	4	15
505090906188661_735079296523153	status	Paolo Podrescu - We would like you came aswell!!!  There is any possibility you could came to enjoy our Festival??  Terrestrials meeting!! http://tecnoxamanismo.metareciclagem.org/index.php?title=Ingles	2014-03-12T16:52:00+0000	1	1	2
505090906188661_735078746523208	status	Gabriel Menotti - Where are you right now? in Latina America? Do you want to came in the Festival?? It would be nice to have you and Roy Ascott_http://tecnoxamanismo.metareciclagem.org/index.php?title=Ingles	2014-03-12T16:51:02+0000	0	1	1
505090906188661_734944013203348	status	gentem.... kd o evento do face?	2014-03-12T09:56:18+0000	1	1	2
505090906188661_734905759873840	status	salve a tecnolisergia. Saravá mandágua._elaborada tecnomangindas em pilula_ na qual apenas 50 pessoas podem ser ativadas_ não 3 vezes o tecido todo massageado. Estas pessoas são escolhidas por serem as mais atravessadoras_ pois constam em mais geodésicas (caminhos mais curtos). Os critérios para esta escolha podem ser tecnomisteriosas ou de boa. Neste caso_ é pq fazem ponte entre parcelas da rede mesmo_ são comunicadores. Devem ateh ter numero de amigos maior nesta frutumbula. Abri novo post pq n sei quem tah batendo esse tambor_ ouvi espalhado.	2014-03-12T08:16:30+0000	5	9	14
505090906188661_734792706551812	video	Programa sobre tecnoxamanismo_ Antenna Rush (Fabi Borges) e Livia Achcar Mourão - rádio livre_ rádio interferência -	2014-03-12T00:57:59+0000	0	4	4
505090906188661_734708143226935	status	https://en.wikipedia.org/wiki/Joseph_Beuys__Beuys_ as he often explained in his interviews_ saw and used his performative art as shamanistic and psychoanalytic techniques to both educate and heal the general public.__“It was thus a strategic stage to use the shaman_s character but_ subsequently_ I gave scientific lectures. Also_ at times_ on one hand_ I was a kind of modern scientific analyst_ on the other hand_ in the actions_ I had a synthetic existence as shaman. This strategy aimed at creating in people an agitation for instigating questions rather than for conveying a complete and perfect structure. It was a kind of psychoanalysis with all the problems of energy and culture.”[25]	2014-03-11T20:38:25+0000	0	1	1
505090906188661_734631009901315	link	Mandando aqui finalmente o texto que fiz para apresentar no Transmediale em Berlim sobre tecnoxamanismo... ele tá meio didático mas acho que tudo que pode ser dito é prolegômeno mesmo - aqui:	2014-03-11T17:30:30+0000	1	4	5
505090906188661_734562833241466	video		2014-03-11T15:01:05+0000	0	1	1
505090906188661_734409289923487	status	Queridxs_ acabei de enviar uma proposta mas a rede aqui ta bem ruinsinha._Queria saber se foi enviado mesmo._Quem cuida disso pode ver se tem proposta enviada por Renan Reis?__Paz e Luz	2014-03-11T12:04:09+0000	2	2	4
505090906188661_734295026601580	video	tá muito boa essa palestra do André Lemos - _Não é o humano que articula as coisas_ é o mundo_!!	2014-03-11T04:28:06+0000	0	2	2
505090906188661_734213516609731	status	gente! preciso entender melhor o catarse_ nao tem uma especificação de pra q esse dnheiro vai ser usado e tal. eu tenho pensado muito na questao de transporte. nao acho q a maioria aqui tenha possibilidade de ir pra la sem uma ajuda... o onibus hacker ta incluido ali por exemplo? eu n to segura em compartilhar pq tb nao sei nem explicar direito pras pessoas essas questoes	2014-03-11T00:23:37+0000	11	2	13
505090906188661_733144993383250	link	a estrutura de amizades consiste de 315 pessoas_ 1788 amizades_ média de 11_352 amizades por pessoa. A cobertura é animal_ chega a ter 9 amizades entre uma pessoa e outra. A modularidade alta aponta 34 comunidades (modularidade=0.361)_ mas há 24 pessoas isoladas_ e + 1 componente isolada da componente gigante.  Clusterização média 0_433. Caminho mais curto médio de 3_004._https://dl.dropboxusercontent.com/u/22209842/doc/avlab/posAvlab/imgs/Tecnoxamanismo.png	2014-03-08T18:36:55+0000	13	9	22
505090906188661_734114349952981	link	vcs não conhecem ninguém que seja rico_ que possa colocar 2000 reais de olhos fechados nesse catarse e liberar nossa imaginação???	2014-03-10T19:29:07+0000	7	1	8
505090906188661_734129379951478	link	Nós temos 10 apoiadores_ vamos mexer nesses bolsos aí gente... apoia aqui: http://catarse.me/pt/tecnoxamanismo#contributions	2014-03-10T20:10:23+0000	0	2	2
505090906188661_733538786677204	link	em apoio ao Indio é nós. e  a rede se avivando...	2014-03-09T13:58:31+0000	5	24	29
505090906188661_734088713288878	link	Gente_ não esqueçam de colocar as propostas aqui: https://docs.google.com/forms/d/1geo0fTakRNjZ0lu4NGktQxlLlEfRX1TkzDNEMCo_rRc/viewform	2014-03-10T18:16:40+0000	0	4	4
505090906188661_733976109966805	status	Queridos e queridas__Descobri esse festival somente ontem. E achei a proposta muito interessante. Me deu muita vontade de participar_ porém tenho minhas idficuldades._Em suma_ eu e meu companheiro poderíamos_ cada um_ desenvolver alguma palestra/workshop/oficina. Eu estudo a Pajelança e acho que poderia trocar figurinha com todos_ e meu companheiro é da Yoga e alimentação viva e afins.__Mas nossa dificuldade é financeira. Ir para BH mês que vem não é algo de fácil planejamento hoje. __Portanto_ queria saber se tem algum esquema de carona colaborativa ou semelhante. Não possuímos carro_ mas podemos dividir a gasosa hehehe__Se tiver alguém pelo Rio de Janeiro disponível_ ou alguém organizando esse esquema de carona_ seria de MUITA ajuda!__Fartura e gratidão!	2014-03-10T12:24:09+0000	4	1	5
505090906188661_734051163292633	link	http://www.dezeen.com/2013/10/21/precious-plastic-open-source-local-recycling-workshop-dave-hakkens/ c/ Isaac Filho Felipe Fonseca	2014-03-10T16:32:08+0000	0	1	1
505090906188661_733590483338701	video		2014-03-09T15:51:44+0000	2	2	4
505090906188661_733861156644967	photo		2014-03-10T04:06:27+0000	0	1	1
505090906188661_733860999978316	photo		2014-03-10T04:05:31+0000	0	1	1
