id	type	message	created_time	comments	likes	commentsandlikes
505090906188661_719112081453208	link	Acho que pode interessar :) _ _AVLAB São Paulo: Laboratório + Encontro: Artemidia e Tecnopolitica na esfera do Procomún.__VENHAM PARTICIPAR:  INSCRIÇÕES ABERTAS PARA O MÓDULO LABORATÓRIO AVLAB (Grátis)__SESC Pompeia : ARTIVISMO: CRIAÇÕES ESTÉTICAS PARA AÇÕES POLÍTICAS!_HTTP://OFICINAS.SESCSP.ORG.BR/__INSCRIÇÕES ABERTAS PARA O MÓDULO LABORATÓRIO AVLAB (Grátis)_Os inscritos vão participar ativamente do processo de criação colaborativa do protótipo_ propondo_ tomando decisões e aportando suas percepções_ conhecimentos e experiências. A inscrição para o Laboratório AVLAB é mediante ao envio de e-mail (VEJA INFOS. GRÁTIS)__Nesta primeira edição no Sesc Pompeia_ o AVLAB propõe-se a reunir artistas e projetos de âmbitos diversos_ com a intenção de tecer de forma inventiva_ táticas que apontem a reconfiguração do vínculo arte_ tecnologia e politica na esfera do PROCOMÚN. Este termo expressa_ mediante uma nova abordagem_ a ideia de que alguns bens pertencem a todos_ e que em conjunto formam uma comunidade de recursos que_ portanto_ deveria ser protegida e gerida criativamente por todos. A atividade composta por dois módulos autônomos e complementares_ contempla três núcleos convidados a desenvolver procedimentos e estratégias artísticas e tecnopolíticas_ transversais à construção criativa_ crítica_ conceitual e afetiva do Prócomum. __Curadoria e coordenação: Daniel Gonzalez Xavier __Dias 21_ 22_ 23 e 25 de fevereiro. Sexta_ das 19h às 22h. Sábado e domingo_ das 10h às 18h. Terça das 19h às 22h. Gratis e aberto ao público. Necessidade de inscrição prévia para o módulo Laboratório (ver info.__Módulo I Laboratório AVLAB. Dias 21_ 22 e 23/2. Sexta_ das 19h às 22h. Sábado e domingo_ das 10h às 18h (com intervalo para almoço).__Modulo II Encontro AVLAB.Dia 25/02. Terça_ das 19h às 22h. __NÚCLEOS PARTICIPANTES:__Mapping the Commons http://mappingthecommons.net/pt/__- Frente 3 de Fevereiro www.frente3defevereiro.com.br__- Crânio Sonante (Skull Souding) __“Provocador”/Player - Attraktor Zeros ( Pedro Paulo Rocha) __Módulo I Laboratório AVLAB__Imersão processual e participativa_ que terá o desafio de criar um protótipo_ resultante da intersecção prática entre as três propostas. Os inscritos na atividade vão participar ativamente do processo de criação colaborativa do protótipo_ propondo_ tomando decisões e aportando suas percepções_ conhecimentos e experiências. A inscrição para o Laboratório AVLAB é mediante ao envio de e-mail_ que deve contemplar uma biografia de até 8 linhas e um brevíssimo texto_ que aborde as seguintes questões: Qual é sua expectativa em relação aos três dias de laboratório? A princípio de que modo você acredita que possa contribuir e potencializar o processo criativo empreendido nas jornadas? oficinas@pompeia.sescsp.org.br_Dias 21_ 22 e 23/2. Sexta_ das 19h às 22h. Sábado e domingo_ das 10h às 18h (com intervalo para almoço).__Módulo II Encontro AVLAB __Em estreito diálogo com o público presente_ os três núcleos participantes_ vão expor de modo didático e informal os aspectos conceituais_ processuais e técnicos de seus projetos_ compartilhando assim suas estratégias de produção e as ferramentas tecnológicas e conceituais utilizadas. Enfatizar-se-á o trabalho conjunto_ realizado durante o módulo Laboratório AVLAB_ e será apresentado pelos núcleos convidados e participantes_ o protótipo desenvolvido durante o processo. _Dia 25/02. Terça_ das 19h às 22h. __SOBRE OS NÚCLEOS PARTICIPANTES:__- Mapping the Commons - É uma plataforma de investigação e representação do comúm urbano_ coordenada pelo hack-arquiteto espanhol Pablo Soto em colaboração com o jornalista Bernardo Gutiérrez. A pesquisa toma a forma principal de laboratórios temporários_ onde se encontram ativistas_ artistas_ científicos sociais e estudantes de diferentes disciplinas_ para coletivamente desenvolverem formas emergentes de resistências e ação_ concentrando-se na riqueza mais importante da cidade: os seus bens comuns. Participam do Laboratório e Encontro AVLAB os arquitetos ativistas Pablo De Soto e Natacha Rena. __http://mappingthecommons.net/pt/__http://pablodesoto.net/__- Frente 3 de Fevereiro - Grupo de pesquisa e intervenção artística acerca do racismo na sociedade brasileira. As intervenções da Frente 3 de Fevereiro criam novas formas de manifestação sobre as questões raciais. Sua abordagem gera novas leituras e coloca em contexto dados que chegam à população de maneira fragmentada e manipulada. O coletivo cria um diálogo original e afinado entre imagem e som em seus documentários_ registros de ações e performances que o fazem referência na construção da linguagem audiovisual contemporânea. Participam do AVLAB São Paulo Laboratório + Encontro Felipe Brait_ Daniel Lima_ Sato_ entre outros integrantes. __www.frente3defevereiro.com.br__- Crânio Sonante (Skull Souding) – Idealizado pelo antropólogo italiano Massimo Canevacci (La Sapienza de Roma e IEA/USP)_ O Crânio Sonante é um grupo de trabalho e investigação entre teoria e performance_ que experimenta o cruzamento transdisciplinar entre antropologia_ anatomia_ literatura_ música_ elementos narrativos e cultura digital. Partindo de um conto autobiográfico do escritor tcheco Rainer Maria Rilke_ intitulado Urgeräusch_ e do funeral dos índios Bororo_ a performance-investigação articula-se entre a multi-sensorialidade analógica e o mix de mídias digitais_ fazendo uso de formas estéticas e expressivas como as polifonias desossadas_ música anatômica e sons ósseos. Participam do AVLAB São Paulo Laboratório + Encontro_ Massimo Canevacci_ Marilia Pisani_ Juliana de Souza_ Rita Wu_ Caleb Luporini_ Renato Fabbri_ Laboratório Macambirra e Pedro Paulo Rocha. __AVLAB São Paulo: Laboratório + Encontro - SESC Pompeia - Dias 21_ 22_ 23 e 25 de fevereiro de 2014. Sexta_ das 19h às 22h. Sábado e domingo_ das 10h às 18h .Terça das 19h às 22h. Gratis e aberto a todos os públicos. Necessidade de inscrição prévia no módulo Laboratório (ver info.) oficinas@pompeia.sescsp.org.br__Imagens: Attraktor Zeros__Contato: AVERSO ARTEMIDIA _Daniel González Xavier _Cel. 11 - 984166448 _Email indiempire@yahoo.com.br	2014-02-11T07:56:38+0000	0	1	1
505090906188661_719015504796199	video	ouçam agora o outro lado da moeda - a versão do povo Tenharin e Diahui (sim_ são duas etnias_ afetadas pelo mesmo problema - mas isso a mídia não disse_ né?) então vamos lá:_https://soundcloud.com/midiatenharinindependente/fala-parentes	2014-02-11T01:28:18+0000	0	0	0
505090906188661_718759578155125	status	vem vindo	2014-02-10T14:59:09+0000	2	5	7
505090906188661_716436298387453	link	http://consciousnewsmedia.blogspot.co.il/2013/11/the-artificial-womb-is-born-and-world.html#.UvLQX7OvHUI	2014-02-05T23:59:56+0000	1	5	6
505090906188661_717637271600689	link	Dias 21_ 22_ 23 e 25 de Fevereiro no Sesc Pompeia em São Paulo.__!!!!Inscreva-se!!!!	2014-02-08T11:02:13+0000	0	1	1
505090906188661_717430194954730	video		2014-02-07T21:28:35+0000	0	1	1
505090906188661_716940205003729	link	PARA O EIXO : TERRA E XAMANISMO _ ATENTANDO POR AQUI http://www.senado.leg.br/noticias/tv/programaListaPadrao.asp?ind_click=3&txt_titulo_menu=Resultado%20da%20pesquisa&IND_ACESSO=S&IND_PROGRAMA=&COD_PROGRAMA=9999&COD_VIDEO=204067&ORDEM=0&QUERY=gest%E3o+ambiental+&pagina=1	2014-02-06T20:15:47+0000	2	0	2
505090906188661_716745368356546	video	Peço licença aos que são de licença. _Xamanismo fílmico. Filme que nenhum festival quis. Está por aí_ aceitando convites e aberto para novas vistas._Ayaya	2014-02-06T13:31:44+0000	0	1	1
505090906188661_716601705037579	link	http://www.flickr.com/photos/horaciogd/9628383194/in/photostream/__On the other hand we had the unexpected pleasure of meeting David da Paz_ a Brazilian artists that mixes performance and locative media using tools like Hipergeo or Psycogeo. During the event we had the chance to exchange experiences and invite him to use noTours for one of his projects_ that consisted in a samba dress designed to wear a smart phone and an amplifier_ so you can dance and perform while listening to locative pieces of rhythms and music._ — em Santiago de Compostela.	2014-02-06T04:41:37+0000	1	0	1
505090906188661_716437878387295	status	querídolxs_ está confirmado para maio nosso encontro Tecnoxamanismo em arraial? quero programar minha presença desde já_ pois depois vem a copa e as coisas os preços vão pra estratosfera...	2014-02-06T00:06:58+0000	2	0	2
505090906188661_716435898387493	link	http://www-cs-faculty.stanford.edu/~knuth/programs/sat0.w	2014-02-05T23:58:09+0000	0	0	0
505090906188661_716380265059723	status	caros_ a coisa aqui tá pegando fogo_ se puderem_ repliquem para os canais q tiverem à mão_ blz?	2014-02-05T21:10:48+0000	0	0	0
505090906188661_673880412643042	status	LINKS PARA COMPOR O VÍDEO DO CROWFUNDING - POR FAVOR_ PONHA O LINK DO SEU TRABALHO PESSOAL OU ALGO SIGNIFICATIVO_ PRA FICAR BEM BONITO!!! A Luiza Soh_ e agora o Joeser Alvarez vão fazer a edição pra gente começar a juntar o dinheiro!!!  Enquanto isso George Sander e Ac Rz B negociam com os parentes uma data em abril...  ueba!!	2013-11-15T16:30:10+0000	94	10	104
505090906188661_716287285069021	photo		2014-02-05T17:45:10+0000	0	0	0
505090906188661_715867231777693	link		2014-02-05T06:33:51+0000	1	0	1
505090906188661_715799948451088	link	https://dl.dropboxusercontent.com/u/22209842/doc/mit/difusao.pdf	2014-02-05T03:10:15+0000	0	2	2
505090906188661_714837981880618	link	Iá_ Iá_ Ctulhu Fhtagn! :D__http://daviddarts.com/piratebox-diy/	2014-02-03T13:00:17+0000	1	1	2
505090906188661_714773775220372	link	Anthropocene observatory!!__A new intensification is reshaping the surface of the planet: human changes to the Earth’s climate_ land_ oceans and biosphere are now so great and so rapid that the thesis of a new geological epoch defined by the actions of humans – the Anthropocene – is now being widely debated and articulated. This thesis is developing across a number of circuits_ institutions_ organisations_ scientific and intellectual fields_ all of which are equally affected by this unfolding discourse_ as much as the environments in which they act.	2014-02-03T09:56:08+0000	0	1	1
505090906188661_710775205620229	status	A idéia de que exista um _xamanismo_ em geral independente dos _xamãs_ particulares é_ sem dúvida_ apenas uma ficção metodológica. Cada sociedade tem seus próprios rituais de iniciação ao xamanismo_ e mesmo dentro de uma mesma sociedade esses rituais podem variar de_acordo com o caso. Além disso_ atualmente já se sabe que a palavra _xamã_ indica menos algo que se é e mais propriamente algo que se tem ou que se pode –uma capacidade_ um poder que a pessoa adquire e que ela pode também perder (pag. 119). http://cteme.files.wordpress.com/2009/06/ferreira_2006_musica-eletronica-e-xamanismo-tecnicas-contemporaneas-do-extase_tesedoutifch-unicamp.pdf	2014-01-26T13:08:18+0000	2	7	9
505090906188661_713916718639411	status	Então. Deve rolar encontro da Caos RJ agora dia 8. Se alguém se interessar_ fale comigo. Somos um grupo de magia do caos carioca focado em práticas individuais e coletivas. Estamos na estrada desde 2011. Então.	2014-02-01T17:24:06+0000	11	8	19
505090906188661_713830435314706	video	Hello_ I am sending to you the second performance in the xawara_s box:__http://www.youtube.com/watch?v=NkhnoVcA0PQ&feature=youtu.be__Pechblenda_ group formed by Paula Pin and Juanito_ did a transfeminist performance on the Xawara_s box_ where one of them was the Earth destroyed for Xawara_ and the other one was the forces of the nature_ givin the health to Earth from it_s ass.  __according to them:__the performance is an interaction between Xawara and pechblenda_ this interaction it will difract matter in multiples ways ...__from transspecies to transgenders from metals and quemicals to affect get the skin ill_ all is under the influence form a quarz clock that is broken ! !__Open the way to explore the body tecnologies to make a real and deep friction on the ecosystems in a moment that all is getting worse.  After the glow_ open your ass and your mind will follow. __http://pechblenda.hotglue.me/__Hackday-Transmediale/2014	2014-02-01T14:15:33+0000	2	3	5
505090906188661_713118132052603	status	http://avaxnews.net/sad/farmer_builds_own_bionic_arms.html	2014-01-31T01:31:51+0000	0	1	1
505090906188661_712962542068162	photo	ESBOÇOS TECNOXAMÂNICOS A PARTIR DE ENTÃO...	2014-01-30T17:55:48+0000	3	7	10
505090906188661_713037902060626	status	http://www.critical-theory.com/submit-your-papers-postcolonial-geographies-political-ontology-and-posthumanism/	2014-01-30T21:16:10+0000	0	0	0
505090906188661_712802522084164	video	x-name did the first performance in the XAWARA_s Box yesterday... Today we have two others.__the name of her performance is Xawara as well..__ Xawara is the smoke of the metal!__Xawara is responsable for the destruction of the rivers_ forests and the exterminations of the Shamans. __Xawara_s box is a black tent that will serve as a sounding board for deliberate use of metal. One way to show and identify the worshipers of metal. __Xawara means epidemy and sickness. __The profecy of the yanomamis (Indigenous comunity) says:  Xawara will kill all the Shamans_ and when this happens_ the sky will fall_ the earth will be destroyed because its metal structure_ its skeleton was removed from her.__here the video Xawara from X-name. _This white woman_ nude_ pregnant feels like Xawara_ her body explored_ her force extracted. She is the Earth_s surface_ domesticated_ naked_ metallic.__https://vimeo.com/85422655	2014-01-30T10:38:11+0000	0	0	0
505090906188661_712097935487956	photo	<3	2014-01-28T23:39:12+0000	0	0	0
505090906188661_711520595545690	status	alguém na TRED aqui está em Porto Alegre pra dar uma força na EDIÇÃO DO VÍDEO _ vez que nossa super super editora Luiza Soh tá se recuperando e disposta a realizá-lo_ algum voluntário¿?¿?	2014-01-27T21:24:39+0000	1	1	2
505090906188661_710736888957394	link	aqui anda Alejo Duque_ o pescador de satélites...	2014-01-26T11:45:11+0000	1	2	3
505090906188661_710342415663508	status	Esse talvez seja um dos livros mais importantes do Jeremy Narby... Onde ele tenta aproximar a ideia da metempsicose_ ou encarnação produzida pelos xamãs_ com a ideia da natureza inteligente_ a partir de uma pesquisa  avançada no campo da biologia molecular. A tese do livro é basicamente que o que traz conhecimento para as comunidades indígenas sobre plantas_ matérias_ elementos_ cosmos_ é o enteógeno. Ou seja_ a forma de aprendizagem indígena se dá através da alucinação.  Através de outras técnicas não necessariamente alucinógenas_ os xamãs conseguem chegar a tal nível de comunicação. A erva e as técnicas possibilitam a comunicação entre criaturas inteligentes. Vai no caminho de algum tecnoxamanismo_ ele tenta explicar através da ciência as tecnologias xamânicas... gosto do tom do jeremy... __http://root.ps/download/tecnomagxs/Narby_cosmic_serpent.pdf	2014-01-25T23:00:45+0000	1	4	5
505090906188661_710333175664432	link	Nossa espécie possui uma trajetória vertiginosa. Para onde estamos direcionados? Qualquer resposta é especulativa. Mas um olhar no gráfico demonstra que estamos em uma fase intermediária. Estamos condenados a mantermo-nos evoluindo_ contudo_ com o risco de desaparecer. 99_9% de todas as espécies que existiram na terra já desapareceram. Com referência aos dinossauros_ que viveram milhões de anos. Nós mesmos nos podamos. Mas se fazemos as coisas certas_ somos capazes de nos transformarmos_ em semente de biosfera_ capazes de transmitir vida. Temos ainda uma jovem ciência tecnológica que nos permite manipular o DNA_ e deixar o planeta fisicamente. Ainda possuímos o velho conhecimento_ que considera a vida como sendo sagrada_ uma chama a ser defendida. Combinar esses dois pólos_ conhecimento tecnológico e velho conhecimento_ ciência e xamãnismo_ parece ser necessário para a sobrevivência de nossa espécie.	2014-01-25T22:39:46+0000	0	3	3
505090906188661_710087635688986	video		2014-01-25T11:57:50+0000	0	1	1
505090906188661_705799766117773	video		2014-01-17T00:26:45+0000	3	6	9
505090906188661_705813059449777	photo	...	2014-01-17T01:05:00+0000	1	1	2
505090906188661_707827345915015	status	http://www.youtube.com/watch?v=s1j805WSLd4_ATENTO AOS SINAIS	2014-01-20T21:16:22+0000	3	1	4
505090906188661_708591985838551	link		2014-01-22T12:37:54+0000	0	6	6
505090906188661_707644415933308	status	Olá todos. Notícia 1 - conseguimos o sítio - Arraial d_ajuda final de maio. Agora vamos começar a nos organizar para a vaquinha. Notícia 2- Estamos aqui tentando baixar vídeos e trabalhos para fazer um apanhado geral - Brasil_ e ainda temos pouco conteúdo e precário. Rola de vcs ajudarem um pouco mais na linkania e mandarem coisas que temos produzido em relação a magia e a tecnologia?? Melhor que sejam vídeos do que links_ sites e mapas. beijos pra todxs	2014-01-20T13:35:16+0000	33	13	46
505090906188661_708100355887714	photo		2014-01-21T13:00:54+0000	2	8	10
505090906188661_708093969221686	video	http://www.youtube.com/watch?v=msp2y_Y5MLE&feature=youtu.be w/	2014-01-21T12:38:59+0000	2	0	2
505090906188661_708094549221628	video	http://www.nytimes.com/video/opinion/100000002657962/chinas-web-junkies.html?smid=fb-share or without/	2014-01-21T12:41:09+0000	0	0	0
505090906188661_706626279368455	status	_AfterGlow_?	2014-01-18T15:59:15+0000	2	0	2
505090906188661_706646979366385	link	_A queda do céu_ http://epocanegocios.globo.com/Informacao/Dilemas/noticia/2014/01/tomada-por-poluicao-china-transmite-nascer-do-sol-por-telas-de-led.html	2014-01-18T16:38:15+0000	0	3	3
505090906188661_706057996091950	link	Hoje as 17 horas_ nosso programa sobre tecnoxamanismo na rádio interferência. Antenna Rush e Livia Achcar Mourão  sobre o tema_ com participação da galera da rádio.	2014-01-17T15:06:11+0000	1	4	5
505090906188661_705789329452150	status	E o braço da Luiza Soh melhorou_ nega ?!	2014-01-16T23:47:21+0000	0	0	0
505090906188661_705465842817832	link	The Mars Society invites presentations for the 17th Annual International Mars Society Convention. Subjects for discussion can involve all matters associated with the exploration and settlement of the planet Mars_ including science_ technology_ engineering_ politics_ economics_ public policy_ etc.__http://www.marssociety.org/home/press/announcements/callforpapers-2014internationalmarssocietyconvention	2014-01-16T11:24:22+0000	0	2	2
505090906188661_705092626188487	link	http://baixacultura.org/2012/03/09/a-biblioteca-rizomatica-de-ricardo-rosas/	2014-01-15T17:47:47+0000	0	4	4
505090906188661_705088489522234	link	http://people.ufpr.br/~lgeraldo/O%20diabo%20e%20a%20Terra%20de%20Santa%20Cruz%20%28cap.%202%29%20%5BLaura%20de%20Mello%20e%20Souza%5D.pdf	2014-01-15T17:38:59+0000	1	0	1
505090906188661_703301506367599	link	Essa fala do Davi Kopenawa está fora de série!! Uma densa explicação sobre o pensamento yanomami_ o que vai acontecer com indios e brancos se continuar a exploração mineral da Terra: o fim dos pajés e o fim das florestas. A doença instaurada no peito do céu_ as rachaduras da Terra_ a tristeza que se abate sobre os yanomamis ao ver seu povo morrer pela fumaça do ouro.	2014-01-12T07:43:38+0000	1	4	5
505090906188661_703231736374576	link	http://sourceforge.net/projects/tk-yupana/	2014-01-12T03:23:28+0000	9	4	13
505090906188661_705025379528545	status	Transhumanos e a vida eterna em progresso.	2014-01-15T15:33:15+0000	0	1	1
505090906188661_703424833021933	video	http://www.youtube.com/watch?v=qmVSUl6Ypok	2014-01-12T14:08:25+0000	4	3	7
505090906188661_703607686336981	video	Alguém viu esse filme Xapiri? o trailer é belíssimo...  essas tentativas de fazer da filmagem e edição algo que se aproxime mais do estado xamânico.	2014-01-12T20:45:50+0000	20	8	28
505090906188661_702726489758434	link	fizemos silício__http://wiki.nosdigitais.teia.org.br/Nuvem.tk	2014-01-11T00:40:12+0000	1	6	7
505090906188661_702626339768449	status	Ahow vou transdutar melhor aqui semana q vem ... http://gypsyware.org/ #vqv!	2014-01-10T19:40:52+0000	1	3	4
505090906188661_677560142275069	video	Palestra do Laymert Garcia dos Santos sobre tecno-estética e sua crítica a arte e tecnologia_ assim como apresentação do vídeo que fez num encontro de xamãs yanomamis. Pra ver diretamente a sessão tecno-xamanica_ vai direto para 1:00 de vídeo.	2013-11-22T18:06:05+0000	3	6	9
505090906188661_684276584936758	video	Ahe cinefagia - ritual de fantasmas - antropofagia visual na moqueca!! da queridíssima Paola Barreto!!	2013-12-05T15:27:15+0000	1	0	1
505090906188661_685850164779400	video	http://www.youtube.com/watch?v=QH_WuSPHTk4	2013-12-08T22:22:05+0000	14	0	14
505090906188661_691154890915594	video		2013-12-19T21:34:59+0000	3	2	5
505090906188661_691256957572054	link	tem uns sons massas aqui	2013-12-20T03:14:50+0000	1	1	2
505090906188661_702554939775589	status	Lendo um texto sobre _inclusão digital_ indígena_ achei esse recorte bem interessante:___De uma parte continua – agora de modo sofisticado e laico – a velha_tradição idealista que opõe a tecnologia à cultura como se opõe a matéria_ao espírito_ e segue acreditando em uma identidade cultural. De outra_parte funciona aí um contraditório conceito de _efeito_ que permite_ ao_mesmo tempo_ fragmentar o social em parcelas isoláveis de sentido e_depois recompor tudo_ metafisicamente_ sem brechas nem conflitos.___É do Martín-Barbero. Não conheço nada dele.	2014-01-10T17:07:03+0000	0	1	1
505090906188661_702449053119511	status	Alô_ alguém aí é de Recife? Estarei na cidade entre os dias 21 e 25 e queria conectar experimentações e imersões sonoras barulhentas. _Até agora conheço só um moço que estuda na UFPE e está me ajudando e propondo alguns lugares de furdunço.	2014-01-10T12:21:39+0000	3	1	4
505090906188661_701363216561428	status	Oi...  Alguém é de Porto Alegre aqui e saca de edição de vídeos? O motivo é que a luiza Soh andou caindo de bicicleta e machucou muito o ombro_ terá que fazer operação e não está conseguindo mexer muito o braço. Mas ela já tá com o vídeo na timeline_ e precisa de alguém para ir editar com ela. Precisamos adiantar isso para começar a vaquinha. Também estou indo pro transmediale em Berlim e vou falar do tema tecnoxamanismo_ seria muito bom se no fim da minha fala eu mostrasse o vídeo_ que mostra trabalho de todo mundo aqui_ e já começasse a pedir colaborações por lá. Alguém aí???	2014-01-08T15:55:35+0000	9	8	17
505090906188661_701898223174594	link	_Há quem faça comunicação direta com plantas e outros elementos_ mas para os menos sensíveis_ é preciso ainda alguns aparatos técnicos. No nosso caso rolou um arduíno + plantronic + patch de pure data_ no mais_ caixas de som pra ficar ouvindo as frequências sonoras_ além de algumas sensualidades. Quando Débora por exemplo_ começou a lamber a planta_ ela ficou muito mais atiçada do que quando a Lívia só a beijava_ sim_ acaba rolando uma epifania leve. Plantas e humanos in love <3.	2014-01-09T18:06:41+0000	7	5	12
