type	by	post_message	picture	link	link_domain	post_published	post_published_unix	likes	likes_count_fb	comments_all	comments_base	comments_replies	shares	comment_likes	engagement	post_id	post_link
link	post_user_166283443520449	http://www.peticaopublica.com.br/pview.aspx?pi=preservairati	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDBFlgqAqXsbArQ&w=154&h=154&url=http%3A%2F%2Fwww.peticaopublica.com.br%2Fimagespet%2Fbr%2F69421_1.jpg	http://www.peticaopublica.com.br/pview.aspx?pi=preservairati	peticaopublica.com.br	2014-03-12T01:17:45+0000	1394587065	0	0	0	0	0	0	0	0	166283443520449_696791360360186	https://www.facebook.com/166283443520449/posts/696791360360186
link	post_user_166283443520449	https://eleicoeslimpas.org.br/assine 	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAH8n5YSaukhRa1&w=154&h=154&url=https%3A%2F%2Feleicoeslimpas.org.br%2Fassets%2Fimg%2Flogo.png%3F1378152922	https://eleicoeslimpas.org.br/assine	eleicoeslimpas.org.br	2014-03-09T03:21:22+0000	1394335282	0	0	1	1	0	0	0	1	166283443520449_443279905808754	https://www.facebook.com/166283443520449/posts/443279905808754
video	post_user_166283443520449	Apoiamos a Rede Sustentabilidade e convocamos para Eterna Guerra https://www.youtube.com/watch?v=vS-RG3-hpkU				2014-03-08T22:43:07+0000	1394318587	0	0	1	1	0	0	0	1	166283443520449_10201062044787864	https://www.facebook.com/166283443520449/posts/10201062044787864
status	post_user_166283443520449	Redeiros_ bom dia. No artigo 1o do Estatuto consta: _§2ºO uso para quaisquer fins_ inclusive a exploração comercial_ industrial e publicitária_ das marcas e símbolos da REDE só poderá se dar mediante concessão_ autorização ou delegação explícitas da Comissão Executiva Nacional._  Pergunto: Na página(comunidade) que criei para São Bernardo do Campo-SP cidade que resido posso utilizar o logotipo da REDE _ bem como_ foto da Marina ou preciso enviar alguma solicitação por escrito à Comissão Executiva Nacional conforme §2 Art.1o.?  REDE Sustentabilidade SBC Att_ Ricardo Garcia 				2014-03-07T15:01:06+0000	1394204466	1	1	0	0	0	0	0	1	166283443520449_297989270349865	https://www.facebook.com/166283443520449/posts/297989270349865
status	post_user_166283443520449	Uma Pergunta_ vocês vão apoiar os tucanos em Minas?				2014-02-27T11:48:54+0000	1393501734	0	0	0	0	0	0	0	0	166283443520449_295043223977803	https://www.facebook.com/166283443520449/posts/295043223977803
photo	post_user_166283443520449	Com Mateus Prado no 2o encontro Regional Rede Sustentabilidade ABCDMRR em São Caetano do Sul.	https://fbcdn-photos-c-a.akamaihd.net/hphotos-ak-frc3/t1.0-0/1795478_10202494535479162_402164510_s.jpg	https://www.facebook.com/photo.php?fbid=10202494535479162&set=a.10202494526278932.1073741844.1668241835&type=1	facebook.com	2014-02-26T20:54:07+0000	1393448047	10	10	1	1	0	0	1	12	166283443520449_294856510663141	https://www.facebook.com/166283443520449/posts/294856510663141
photo	post_user_166283443520449		https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-prn2/t1.0-9/q71/s480x480/1622225_309221435893132_1254526089_n.jpg	https://www.facebook.com/photo.php?fbid=309221435893132&set=o.166283443520449&type=1	facebook.com	2014-02-25T00:34:00+0000	1393288440	0	0	0	0	0	0	0	0	166283443520449_309221435893132	https://www.facebook.com/166283443520449/posts/309221435893132
status	post_user_166283443520449	Eu na REDE? Agora estou.... 				2014-02-22T03:59:53+0000	1393041593	0	0	0	0	0	0	0	0	166283443520449_293249207490538	https://www.facebook.com/166283443520449/posts/293249207490538
link	post_user_166283443520449	a nova política é assim é:Aécio Neves quer oficializar pacto com Eduardo Campos para segundo turno | Política: Diario de... http://www.diariodepernambuco.com.br/app/noticia/politica/2014/02/21/interna_politica_490654/aecio-neves-quer-oficializar-pacto-com-eduardo-campos-para-segundo-turno.shtml	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBQ8WaRMaMplPul&w=154&h=154&url=http%3A%2F%2Fimgs.diariodepernambuco.com.br%2Fdiario%2Favatar.jpg	http://www.diariodepernambuco.com.br/app/noticia/politica/2014/02/21/interna_politica,490654/aecio-neves-quer-oficializar-pacto-com-eduardo-campos-para-segundo-turno.shtml	diariodepernambuco.com.br	2014-02-21T14:53:50+0000	1392994430	0	0	0	0	0	0	0	0	166283443520449_601305109950028	https://www.facebook.com/166283443520449/posts/601305109950028
link	post_user_166283443520449	#Rede1ano | PPS sempre foi solidário à formação da Rede Sustentabilidade de Marina Silva e também festeja esse 1º ano de conquistas da #NovaPolítica.    Reveja aqui algumas postagens que fizemos sobre o assunto:    Como fazer política diante do descrédito do povo?  http://www.23pps.blogspot.com.br/2013/07/como-fazer-politica-diante-do.html    A sustentabilidade é a releitura do socialismo?  http://23pps.blogspot.com.br/2013/10/a-sustentabilidade-e-releitura-do.html    _Dia D_: o Brasil precisa de Marina e da #REDE  http://23pps.blogspot.com.br/2013/10/dia-d-o-brasil-precisa-de-marina-e-da.html    Sustentabilidade em festa_ velha política em luto  http://23pps.blogspot.com.br/2013/10/nova-politica-em-festa-golpistas-em-luto.html    Velha política em festa_ democracia em luto  http://23pps.blogspot.com.br/2013/10/velha-politica-em-festa-democracia-em.html    Marina Silva Rede Eduardo Campos Bazileu Alves Margarido Neto Pedro Ivo Guarani Kaiowá Mara Prado Neca Setubal Ricardo Young 1 João Paulo Capobianco Marcela Oliveira Scotti de Moraes Celio Turino Walter Feldman Luiza Erundina Rede Nossa São Paulo RAPS Raps Brasil IDS Rede Sustentabilidade Mateus Prado Humberto Dantas Gaudencio Torquato Ricardo Young Adotei Ricardo Young	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQACxYEYkD6LyJ4e&w=154&h=154&url=http%3A%2F%2F1.bp.blogspot.com%2F-3xGBWOewddg%2FUd6wIPr_xXI%2FAAAAAAAAKQ4%2FOBNkKgrq7dk%2Fs320%2Fmudando.jpg	http://www.23pps.blogspot.com.br/2013/07/como-fazer-politica-diante-do.html	23pps.blogspot.com.br	2014-02-19T15:10:57+0000	1392822657	3	3	4	4	0	0	1	8	166283443520449_292072370941555	https://www.facebook.com/166283443520449/posts/292072370941555
video	post_user_166283443520449	O Marco Civil é um cavalo de Troia. Ele atende aos lobbys das empresas de Internet. As regras protegem_ na verdade_ ao Google e ao Facebook.  http://www.youtube.com/watch?v=vrPhNDHfN1w	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQB_8cduvKw4Xw7O&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2FvrPhNDHfN1w%2Fmaxresdefault.jpg	http://www.youtube.com/watch?v=vrPhNDHfN1w	youtube.com	2014-02-18T18:21:08+0000	1392747668	0	0	0	0	0	0	0	0	166283443520449_1389231368011927	https://www.facebook.com/166283443520449/posts/1389231368011927
video	post_user_166283443520449	A um ano começamos a mudar a política brasileira criando a Rede Sustentabilidade. Isso é muito bom!!!!!!	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDrn20sSS9BYLzX&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2F6sxGfpT8ZiA%2Fmaxresdefault.jpg	http://www.youtube.com/watch?v=6sxGfpT8ZiA&list=UU9uefWa6TXIPDRWGZYMcTuA	youtube.com	2014-02-18T01:18:09+0000	1392686289	0	0	0	0	0	0	0	0	166283443520449_291506344331491	
link	post_user_166283443520449	UM ALERTA - Poderoso .... se permitam a ver o que a MÁFIA-ASSASSINA da INDUSTRIA ALimenticia (essa que fomenta a formação de Médicos_ Nutricionistas_ Farmacêuiticos ...etc - qeu Induz os Currículos e formações no Mundo da DES-Saúde)_ vêm fazendo ;  Vamos Lá FAZER a MAIOR CAMPANHA POPULAR pela PROBIÇÃO do PLANTIO e COMÈRCIO de TRÂNSGÊNICOS no BRASIL? Marina Silva e Paraná em #REDE Rede Sustentabilidade Rede	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBPrCb4Go4bpjgv&w=154&h=154&url=http%3A%2F%2Fwww.docelimao.com.br%2Fsite%2Ftemplates%2Fdocelimao%2Fimages%2Flay2010_03.jpg	http://www.docelimao.com.br/site/desintoxicante/cultura-organica/1531-alerta-transgenicos-pesquisa-francesa-esta-abalando-o-mundo#.UwFCs67NJyY.facebook	docelimao.com.br	2014-02-17T00:11:23+0000	1392595883	8	8	2	2	0	0	1	11	166283443520449_291135157701943	https://www.facebook.com/166283443520449/posts/291135157701943
link	post_user_166283443520449		https://fbexternal-a.akamaihd.net/safe_image.php?d=AQASS747gai08Xwv&w=154&h=154&url=http%3A%2F%2Fredesustentabilidade.org.br%2Fwp-content%2Fuploads%2F2013%2F10%2Fmoebius.jpg	http://redesustentabilidade.org.br/rede-sustentabilidade-lanca-regimento-para-convencoes-estaduais/	redesustentabilidade.org.br	2014-02-14T23:25:27+0000	1392420327	0	0	0	0	0	0	0	0	166283443520449_10202420431804726	https://www.facebook.com/166283443520449/posts/10202420431804726
link	post_user_166283443520449	http://www.brasil247.com/pt/247/pernambuco247/128644/Rede-diz-que-dificuldades-s%C3%A3o-maiores-que-vontade.htm	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCDAkxIGGjJm58t&w=154&h=154&url=http%3A%2F%2Fwww.brasil247.com%2Fimages%2Fcms-image-000354894.jpg	http://www.brasil247.com/pt/247/pernambuco247/128644/Rede-diz-que-dificuldades-s%C3%A3o-maiores-que-vontade.htm	brasil247.com	2014-01-30T20:42:08+0000	1391114528	0	0	0	0	0	0	0	0	166283443520449_830235886991517	https://www.facebook.com/166283443520449/posts/830235886991517
video	post_user_166283443520449	Quem mais votará na Marina Silva?   Essa entrevista apesar de estar como resposta ao meu deputado Jean Wyllys _ muito esclarece sobre o posicionamento na minha candidata e da Rede Sustentabilidade; recomendo a todo aquele que não conhece a Marina Silva ou que a conhece por: é uma coxinha saiu do PT e agora é de direita ou_ é evangélica mas apoia o estado laico_ ou até mesmo é evangélica e não apóia o estado laico; além outras bizarrices que aparecem por aí.   http://www.youtube.com/watch?v=HI8qChT6Hv8#t=441	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBVtvDS0_Wk47eI&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2FHI8qChT6Hv8%2Fmaxresdefault.jpg	http://www.youtube.com/watch?v=HI8qChT6Hv8#t=441	youtube.com	2014-01-30T00:08:15+0000	1391040495	0	0	0	0	0	0	0	0	166283443520449_284588235023302	
video	post_user_166283443520449	EU TENHO VERGONHA DE VOTA NO PT EM 2014. Melhor jornalista da atualidade!! https://www.youtube.com/watch?v=540JvRz0Uxk	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBB5Xxgo06XBs_w&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2F540JvRz0Uxk%2Fhqdefault.jpg	https://www.youtube.com/watch?v=540JvRz0Uxk	youtube.com	2014-01-28T17:48:50+0000	1390931330	1	1	0	0	0	0	0	1	166283443520449_247880868722768	https://www.facebook.com/166283443520449/posts/247880868722768
status	post_user_166283443520449	mande para mim um livro contando tudo deste novo senário nacional_ vou estar esperando.				2014-01-23T18:17:54+0000	1390501074	0	0	0	0	0	0	0	0	166283443520449_282308941917898	https://www.facebook.com/166283443520449/posts/282308941917898
status	post_user_166283443520449	conte comigo nas proximas batalhas da rede estou sim torcendo para que este novo partido se oficialize o mais rapido posivél.vou estar de dentro assim que o mesmo for oficialido.				2014-01-23T18:15:28+0000	1390500928	0	0	0	0	0	0	0	0	166283443520449_282308391917953	https://www.facebook.com/166283443520449/posts/282308391917953
status	post_user_166283443520449	quero ser fiël sim a este futuro partido porque eu acho que a marina vai se sim uma otïma pessoa näo por causa de religiäo mais sim por ser muito sëria em sua vida polïtica.				2014-01-23T18:09:58+0000	1390500598	0	0	0	0	0	0	0	0	166283443520449_282307271918065	https://www.facebook.com/166283443520449/posts/282307271918065
status	post_user_166283443520449	 quero que.  A Marina silva deixe me bem claro se. A rede vai mesmo se concretizar porque. Eu estou esperando para me afiliar sim.Que Deus seja louvado				2014-01-23T18:02:05+0000	1390500125	0	0	0	0	0	0	0	0	166283443520449_282305781918214	https://www.facebook.com/166283443520449/posts/282305781918214
link	post_user_166283443520449	A estratégia é o fator individual_ mais importante em uma campanha eleitoral. O curso Comunicação Política – Em tempos de eleições -_ oferece através de um conjunto de ferramentas práticas as habilidades que você precisa desenvolver para aprimorar seus conhecimentos e desempenhar melhor sua função entendendo mais o contexto em que está inserido_ e assim_ disponibilizar soluções agregadoras que visem atingir os objetivos propostos no decorrer da campanha.   Inscrições até 10 de março. São Paulo. Acesse: http://www.faculdadepaulistasaojose.com.br/comunicacao-politica-em-tempo-de-eleicoes.htm	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCPolYNniCVR5C8&w=154&h=154&url=http%3A%2F%2Fwww.faculdadepaulistasaojose.com.br%2Fimg%2Fcomunicacao2.jpg	http://www.faculdadepaulistasaojose.com.br/comunicacao-politica-em-tempo-de-eleicoes.htm	faculdadepaulistasaojose.com.br	2014-01-22T16:58:55+0000	1390409935	0	0	0	0	0	0	0	0	166283443520449_10202155774629460	https://www.facebook.com/166283443520449/posts/10202155774629460
status	post_user_166283443520449	Gostaria de comentar uma reportagem que vi se não me engano_ no Canal Futura_ contava a história de um empresário manauara que abandonou a pecuária para plantar Açaí. Quatro anos de investimento dão a ele hoje uma excelente renda quase sem manejo_ venda garantida e tranquilidade. Eu que defendo a floresta em pé e a abolição dos animais não humanos_ vi nesta reportagem uma porta de saída. Mais uma vez a floresta salva o mundo_ substitui o bife cruel e faz prosperar o povo do Norte. o Açaí é cada dia mais apreciado mundo afora! Sai o gado que desmata_ entra o Açaí que salva a mata e não mata! :D				2014-01-20T04:35:35+0000	1390192535	0	0	0	0	0	0	0	0	166283443520449_281095235372602	https://www.facebook.com/166283443520449/posts/281095235372602
video	post_user_166283443520449	http://www.youtube.com/watch?v=DkPs1cMYLDk	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQD04KG287ZWjgLb&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2FDkPs1cMYLDk%2Fhqdefault.jpg	http://www.youtube.com/watch?v=DkPs1cMYLDk	youtube.com	2014-01-16T21:42:08+0000	1389908528	0	0	0	0	0	0	0	0	166283443520449_342695095870504	https://www.facebook.com/166283443520449/posts/342695095870504
link	post_page_166283443520449	 As 15 raças de cães mais inteligentes do mundo  Curta: Rede Sustentabilidade	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQB7VRc9oyNUBzlS&w=154&h=154&url=http%3A%2F%2Fcachorroamigo.com.br%2Fwp-content%2Fuploads%2F2014%2F01%2F1f744ace06c5c5885f4a0751cbbd1d39.jpg	http://www.raposo.blogspot.com.br/2014/01/as-15-racas-de-caes-mais-inteligentes.html	raposo.blogspot.com.br	2014-01-16T14:17:49+0000	1389881869	2	2	0	0	0	1	0	3	166283443520449_604366726302054	https://www.facebook.com/166283443520449/posts/604366726302054
link	post_page_166283443520449	 Adolescente indiana sofre duplo estupro coletivo e é queimada viva  Curta: Rede Sustentabilidade	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBOWc3tpsCt83cu&w=154&h=154&url=http%3A%2F%2F2.bp.blogspot.com%2F-4-TrZ74MRT8%2FUlv6Unp-PII%2FAAAAAAAABTg%2FsPYarBlCKQY%2Fs1600%2Ftopo.png	http://www.raposo.blogspot.com.br/2014/01/adolescente-indiana-sofre-duplo-estupro.html	raposo.blogspot.com.br	2014-01-16T14:17:21+0000	1389881841	0	0	0	0	0	0	0	0	166283443520449_604366559635404	https://www.facebook.com/166283443520449/posts/604366559635404
link	post_page_166283443520449	 Sensacional_ Greenpeace tira animais da abertura de _O Rei Leão_  Curta: Rede Sustentabilidade	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBOWc3tpsCt83cu&w=154&h=154&url=http%3A%2F%2F2.bp.blogspot.com%2F-4-TrZ74MRT8%2FUlv6Unp-PII%2FAAAAAAAABTg%2FsPYarBlCKQY%2Fs1600%2Ftopo.png	http://www.raposo.blogspot.com.br/2014/01/sensacional-greenpeace-tira-animais-da.html	raposo.blogspot.com.br	2014-01-16T14:16:16+0000	1389881776	0	0	0	0	0	0	0	0	166283443520449_604366159635444	https://www.facebook.com/166283443520449/posts/604366159635444
link	post_page_166283443520449	  CUIDADOS AO VOLANTE. Vídeo Impactante para Refletirmos.  Curta: Rede Sustentabilidade	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBOWc3tpsCt83cu&w=154&h=154&url=http%3A%2F%2F2.bp.blogspot.com%2F-4-TrZ74MRT8%2FUlv6Unp-PII%2FAAAAAAAABTg%2FsPYarBlCKQY%2Fs1600%2Ftopo.png	http://www.raposo.blogspot.com.br/2014/01/cuidados-ao-volante-video-impactante.html	raposo.blogspot.com.br	2014-01-16T14:15:46+0000	1389881746	1	1	0	0	0	1	0	2	166283443520449_604365969635463	https://www.facebook.com/166283443520449/posts/604365969635463
link	post_page_166283443520449	 Denúncia de Leitor de Vila Velha (ES)  Curta: Rede Sustentabilidade	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBGsQtRCgstia1F&w=154&h=154&url=http%3A%2F%2F2.bp.blogspot.com%2F-samDks4EoAE%2FUs2eg14ljhI%2FAAAAAAAABpU%2FdZUDVMh5ORU%2Fs1600%2F1479037_633730606665384_2142753076_n.jpg	http://www.raposo.blogspot.com.br/2014/01/denuncia-de-leitor-de-vila-velha-es.html	raposo.blogspot.com.br	2014-01-16T14:15:28+0000	1389881728	1	1	0	0	0	0	0	1	166283443520449_604365866302140	https://www.facebook.com/166283443520449/posts/604365866302140
link	post_page_166283443520449	 Guia de entendimento dos sinais corporais e verbais do cachorro  Curta: Rede Sustentabilidade	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQD2iIbRi4EoQgdR&w=154&h=154&url=http%3A%2F%2Fenciclopets.com.br%2Fwp-content%2Fuploads%2F2013%2F04%2F800px-Dog_television.jpg	http://www.raposo.blogspot.com.br/2014/01/guia-de-entendimento-dos-sinais.html	raposo.blogspot.com.br	2014-01-16T14:14:59+0000	1389881699	2	2	0	0	0	2	0	4	166283443520449_604365689635491	https://www.facebook.com/166283443520449/posts/604365689635491
link	post_page_166283443520449	Marido tira fotos com saia de bailarina para fazer mulher com câncer sorrir   Curta: Rede Sustentabilidade	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBI2466FxWTfvG9&w=154&h=154&url=http%3A%2F%2Fs2.glbimg.com%2Fj-yAMenC8sYFQIqNhLHZ6jOxNi6qkVp1URQsogIqsiJIoz-HdGixxa_8qOZvMp3w%2Fe.glbimg.com%2Fog%2Fed%2Ff%2Foriginal%2F2014%2F01%2F13%2Ftutu_ok_1.jpg	http://www.raposo.blogspot.com.br/2014/01/the-tutu-project-marido-tira-fotos-com.html	raposo.blogspot.com.br	2014-01-16T14:14:34+0000	1389881674	4	4	0	0	0	0	0	4	166283443520449_604365522968841	https://www.facebook.com/166283443520449/posts/604365522968841
link	post_page_166283443520449	  As Manchetes dos Principais Jornais Brasileiros  Curta: Rede Sustentabilidade	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBOWc3tpsCt83cu&w=154&h=154&url=http%3A%2F%2F2.bp.blogspot.com%2F-4-TrZ74MRT8%2FUlv6Unp-PII%2FAAAAAAAABTg%2FsPYarBlCKQY%2Fs1600%2Ftopo.png	http://www.raposo.blogspot.com.br/2014/01/as-manchetes-dos-principais-jornais_15.html	raposo.blogspot.com.br	2014-01-16T14:13:13+0000	1389881593	3	3	0	0	0	0	0	3	166283443520449_604365036302223	https://www.facebook.com/166283443520449/posts/604365036302223
photo	post_user_166283443520449	Supondo que seu voto decidisse a eleição: Quem você colocaria no poder? APOIE A REDE COM O PSB NESTA LUTA PARA MUDAR O BRASIL!	https://fbcdn-photos-b-a.akamaihd.net/hphotos-ak-ash3/t1/1512695_197289720466722_1119811431_s.jpg	https://www.facebook.com/photo.php?fbid=197289720466722&set=a.111135595748802.1073741828.100005570863164&type=1	facebook.com	2014-01-13T01:15:40+0000	1389575740	1	1	1	1	0	0	0	2	166283443520449_197291400466554	https://www.facebook.com/166283443520449/posts/197291400466554
link	post_user_166283443520449	Estou extremamente decepcionado com os rumos da política brasileira_ mas não vou me furtar de dar meu apoio a Marina neste momento tão decisivo_ ela foi vítima de um partido autoritário_ que se aproveitou do uso da maquina pública para promover um julgamento casuístico_ com a fatídica rejeição da Rede Sustentabilidade_ um partido com muito mais representatividade do que os recém criados PROS e Solidariedade_ esses que por sua vez_ passaram pela _justiça__ sem nenhum impedimento_ e por _coincidência_ são aliados do PT.Vale lembrar que em tempo recorde_ a ex- senadora conseguiu reunir 550 mil assinaturas. Parte delas_ 95 mil_ foram rejeitadas sem justificativa pelos cartórios que reconheciam as firmas. Somente442 mil foram consideradas válidas. Eram necessárias 492 mil assinaturas. http://www.tse.jus.br/eleicoes/eleicoes-2014	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBhh3rWoTRZQGQu&w=154&h=154&url=http%3A%2F%2Fwww.tse.jus.br%2Fimagens%2Fimagens%2Fmarca-das-eleicoes-2014%2Fimage_destaque_interno	http://www.tse.jus.br/eleicoes/eleicoes-2014	tse.jus.br	2014-01-05T16:06:58+0000	1388938018	0	0	0	0	0	0	0	0	166283443520449_276280799187379	
photo	post_user_166283443520449	leia por favor_  https://www.facebook.com/photo.php?fbid=666877943335611&set=a.208054615884615.50264.202569256433151&type=1&theater	https://fbcdn-photos-d-a.akamaihd.net/hphotos-ak-frc3/t1/1489259_666877943335611_21580414_s.jpg	https://www.facebook.com/jornaldiariodepernambuco/photos/a.208054615884615.50264.202569256433151/666877943335611/?type=1	facebook.com	2014-01-03T18:15:42+0000	1388772942	0	0	0	0	0	0	0	0	166283443520449_576247239122482	https://www.facebook.com/166283443520449/posts/576247239122482
status	post_user_166283443520449	CANDIDATO_ aposente os gurus de eleição com MAXVOTO_ um software web de inteligência de campanha.  Experimente 30 dias GRÁTIS. Anuidade R$ 98_00.  Assine em www.maxvoto.com.br 				2013-12-20T22:22:06+0000	1387578126	0	0	0	0	0	0	0	0	166283443520449_270690623079730	https://www.facebook.com/166283443520449/posts/270690623079730
photo	post_user_166283443520449	Queremos um País mais justo_ com direitos iguais para todos!  PPS  23 + Rede Sustentabilidade + PSB #	https://fbcdn-photos-b-a.akamaihd.net/hphotos-ak-frc1/t1.0-0/994998_265278216956847_1229941004_s.jpg	https://www.facebook.com/photo.php?fbid=265278216956847&set=a.275857699232232.1073741839.200178983466771&type=1	facebook.com	2013-12-20T12:49:39+0000	1387543779	4	4	4	4	0	0	3	11	166283443520449_270564773092315	
photo	post_user_166283443520449	Olá_ te convido a Curtir Minha Página Oficial -> Carlos Alberto  É Camaragibe COM FORÇA JOVEM   Página com uma nova Roupagem _ Política em Geral _ Noticias Sobre a nossa Cidade_ Minhas Ideias _ Planos e Projetos visando uma Camaragibe Melhor . forte abraço .	https://scontent-a.xx.fbcdn.net/hphotos-frc3/t1.0-9/q71/s480x480/1472827_185022495026112_181101056_n.jpg	https://www.facebook.com/photo.php?fbid=185022495026112&set=o.166283443520449&type=1	facebook.com	2013-12-19T05:06:21+0000	1387429581	0	0	0	0	0	0	0	0	166283443520449_185022495026112	https://www.facebook.com/166283443520449/posts/185022495026112
photo	post_user_166283443520449	Muda Brasil PSB Eduardo Campos Lídice da Mata Roberto Freire Marina Silva Rede Sustentabilidade PERNAMBUCANO de Coração 	https://fbcdn-photos-h-a.akamaihd.net/hphotos-ak-frc1/t1/600801_546142005446551_1867035296_s.jpg	https://www.facebook.com/photo.php?fbid=546142005446551&set=p.546142005446551&type=1&relevant_count=1	facebook.com	2013-12-17T13:14:09+0000	1387286049	2	2	0	0	0	0	0	2	166283443520449_269657196516406	
photo	post_user_166283443520449	Partido Socialista Brasileiro consolidou caminho para o protagonismo nacional  O PSB RS promoveu neste sábado (14) a última reunião do Diretório Estadual em 2013. Com a participação de lideranças da Rede Sustentabilidade_ os socialistas fizeram uma análise positiva do trabalho realizado ao longo do ano e destacaram a mobilização para a construção da candidatura de Eduardo Campos à presidência da República. Confira a síntese do trabalho dos socialistas gaúchos em 2013: http://goo.gl/JJnSAj  Partido Socialista Brasileiro PSB Nacional 40	https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-frc3/t1/q71/s480x480/1511099_613485672032683_384728606_n.jpg	https://www.facebook.com/beto.albuquerque/photos/a.472080396173212.100253.471742212873697/613485672032683/?type=1	facebook.com	2013-12-16T11:52:11+0000	1387194731	20	20	0	0	0	0	0	20	166283443520449_269309489884510	https://www.facebook.com/166283443520449/posts/269309489884510
